org_key,year,event_key,match_key,match_number,time,alliance,team_key,StartPos,autoTotalFuel,AutoSetOf5Fuel,AutoSetOf10Fuel,qScoringAccuracyAuto,AutoClimb,SingleFuel,SetsOfFuel,SetsOf10Fuel,qHPFeedingEff,qAllianceFeedingEff,qScoringAccuracyTele,DidClimb,endClimb,ClimbHeight,feedLocation,diedDuringMatch,MinorFoul,MajorFoul,didDefense,qDefenseQuality,qDriverSkill,AutoPoints,TeleopPoints,EndgamePoints,contributedPoints,FuelPoints,ClimbPoints,AutoMistake,FoulPoints
frc245,2026,2026milak,2026milak_qm62,62,3/7/2026 3:19:00 PM,red,frc9566,"Human player side","0",,,,"0","0","0",,,,,"0","0","0","Neutral Zone","0",,,,"0","1","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm62,62,3/7/2026 3:19:00 PM,red,frc5248,"Middle","0",,,,"0","0","0",,,,,"0","0","0","Neutral Zone","1",,,,"0","1","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm63,63,3/7/2026 3:26:00 PM,red,frc5980,"Middle","10",,,,"0","3","6",,,,,"0","0","0","Does not matter","0",,,,"0","3","10","33","0","43","43","0","0",
frc245,2026,2026milak,2026milak_qm63,63,3/7/2026 3:26:00 PM,red,frc2959,"Other side","10",,,,"0","0","0",,,,,"0","0","0","Neutral Zone","0",,,,"0","2","10","0","0","10","10","0","1",
frc245,2026,2026milak,2026milak_qm63,63,3/7/2026 3:26:00 PM,red,frc9215,"Human player side","0",,,,"0","3","5",,,,,"0","0","0","Does not matter","0",,,,"0","3","0","28","0","28","28","0","0",
frc245,2026,2026milak,2026milak_qm63,63,3/7/2026 3:26:00 PM,blue,frc4237,"Human player side","18",,,,"0","16","16",,,,,"0","0","0","Does not matter","0",,,,"0","4","18","96","0","114","114","0","0",
frc245,2026,2026milak,2026milak_qm63,63,3/7/2026 3:26:00 PM,blue,frc5623,"Human player side","4",,,,"0","10","0",,,,,"0","0","0","Does not matter","0",,,,"0","4","4","10","0","14","14","0","0",
frc245,2026,2026milak,2026milak_qm63,63,3/7/2026 3:26:00 PM,blue,frc5152,"Other side","19",,,,"1","7","2",,,,,"1","0","1","Neutral Zone","1",,,,"0","3","34","17","10","61","36","25","1",
frc245,2026,2026milak,2026milak_qm64,64,3/7/2026 3:33:00 PM,blue,frc245,"Human player side","7",,,,"0","10","7",,,,,"0","0","0","Does not matter","0",,,,"0","4","7","45","0","52","52","0","0",
frc245,2026,2026milak,2026milak_qm64,64,3/7/2026 3:33:00 PM,blue,frc858,"Middle","0",,,,"0","0","0",,,,,"0","0","0","Neutral Zone","0",,,,"0","2","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm64,64,3/7/2026 3:33:00 PM,blue,frc9672,"Other side","4",,,,"0","0","2",,,,,"0","0","0","Neutral Zone","0",,,,"0","3","4","10","0","14","14","0","0",
frc245,2026,2026milak,2026milak_qm64,64,3/7/2026 3:33:00 PM,red,frc8608,"Human player side","23",,,,"0","3","20",,,,,"0","0","0","Neutral Zone","0",,,,"0","5","23","103","0","126","126","0","0",
frc245,2026,2026milak,2026milak_qm64,64,3/7/2026 3:33:00 PM,red,frc9239,"Middle","0",,,,"0","0","0",,,,,"0","0","0","Neutral Zone","0",,,,"1","1","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm64,64,3/7/2026 3:33:00 PM,red,frc2767,"Human player side","32",,,,"0","4","31",,,,,"0","0","0","Neutral Zone","0",,,,"0","4","32","159","0","191","191","0","0",
frc245,2026,2026milak,2026milak_qm65,65,3/7/2026 3:40:00 PM,red,frc9203,"Middle","0",,,,"0","0","0",,,,,"0","0","0","Neutral Zone","0",,,,"0","2","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm65,65,3/7/2026 3:40:00 PM,red,frc8041,"Human player side","1",,,,"0","8","0",,,,,"0","0","0","Alliance Side","0",,,,"0","2","1","8","0","9","9","0","0",
frc245,2026,2026milak,2026milak_qm65,65,3/7/2026 3:40:00 PM,blue,frc3875,"Human player side","7",,,,"0","0","12",,,,,"0","0","0","Neutral Zone","0",,,,"1","4","7","60","0","67","67","0","0",
frc245,2026,2026milak,2026milak_qm65,65,3/7/2026 3:40:00 PM,blue,frc9638,"Middle","4",,,,"0","0","0",,,,,"0","0","0","Neutral Zone","0",,,,"0","1","4","0","0","4","4","0","1",
frc245,2026,2026milak,2026milak_qm65,65,3/7/2026 3:40:00 PM,blue,frc10651,"Other side","0",,,,"0","0","0",,,,,"0","0","0","Neutral Zone","0",,,,"0","2","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm66,66,3/7/2026 3:47:00 PM,blue,frc11407,"Human player side","3",,,,"0","0","0",,,,,"0","0","0","Neutral Zone","0",,,,"2","2","3","0","0","3","3","0","1",
frc245,2026,2026milak,2026milak_qm66,66,3/7/2026 3:47:00 PM,blue,frc5559,"Human player side","5",,,,"0","10","0",,,,,"0","0","0","Alliance Side","0",,,,"1","4","5","10","0","15","15","0","0",
frc245,2026,2026milak,2026milak_qm66,66,3/7/2026 3:47:00 PM,blue,frc4453,"Human player side","6",,,,"0","0","0",,,,,"0","0","0","Neutral Zone","0",,,,"4","2","6","0","0","6","6","0","1",
frc245,2026,2026milak,2026milak_qm66,66,3/7/2026 3:47:00 PM,red,frc9566,"Human player side","0",,,,"0","0","0",,,,,"0","0","0","Does not matter","0",,,,"4","4","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm66,66,3/7/2026 3:47:00 PM,red,frc7256,"Human player side","0",,,,"0","0","0",,,,,"0","0","0","Does not matter","0",,,,"0","1","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm66,66,3/7/2026 3:47:00 PM,red,frc7911,"Human player side","0",,,,"0","0","0",,,,,"0","1","0","Does not matter","0",,,,"0","1","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm67,67,3/7/2026 3:54:00 PM,red,frc9215,"Middle","0",,,,"0","14","0",,,,,"0","0","0","Neutral Zone","1",,,,"0","3","0","14","0","14","14","0","0",
frc245,2026,2026milak,2026milak_qm67,67,3/7/2026 3:54:00 PM,red,frc5610,"Other side","0",,,,"0","0","0",,,,,"0","0","0","Neutral Zone","1",,,,"0","1","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm67,67,3/7/2026 3:54:00 PM,blue,frc8126,"Other side","1",,,,"0","14","0",,,,,"0","0","0","Does not matter","0",,,,"1","3","1","14","0","15","15","0","0",
frc245,2026,2026milak,2026milak_qm67,67,3/7/2026 3:54:00 PM,blue,frc8397,"Human player side","5",,,,"0","2","0",,,,,"0","0","0","Alliance Side","0",,,,"3","2","5","2","0","7","7","0","1",
frc245,2026,2026milak,2026milak_qm67,67,3/7/2026 3:54:00 PM,blue,frc6002,"Human player side","10",,,,"0","45","7",,,,,"0","0","0","Neutral Zone","0",,,,"1","4","10","80","0","90","90","0","0",
frc245,2026,2026milak,2026milak_qm68,68,3/7/2026 4:01:00 PM,red,frc2959,"Middle","4",,,,"0","6","2",,,,,"0","0","0","Neutral Zone","0",,,,"0","2","4","16","0","20","20","0","0",
frc245,2026,2026milak,2026milak_qm68,68,3/7/2026 4:01:00 PM,red,frc4237,"Human player side","14",,,,"0","22","4",,,,,"0","0","0","Neutral Zone","1",,,,"0","2","14","42","0","56","56","0","0",
frc245,2026,2026milak,2026milak_qm68,68,3/7/2026 4:01:00 PM,blue,frc9703,"Other side","0",,,,"0","0","0",,,,,"0","0","0","Neutral Zone","0",,,,"4","1","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm68,68,3/7/2026 4:01:00 PM,blue,frc5675,"Other side","10",,,,"0","2","7",,,,,"0","0","0","Does not matter","1",,,,"0","5","10","37","0","47","47","0","0",
frc245,2026,2026milak,2026milak_qm69,69,3/7/2026 4:08:00 PM,red,frc5980,"Middle","7",,,,"0","5","3",,,,,"0","0","0","Neutral Zone","0",,,,"2","3","7","20","0","27","27","0","0",
frc245,2026,2026milak,2026milak_qm69,69,3/7/2026 4:08:00 PM,blue,frc7226,"Other side","3",,,,"0","6","3",,,,,"0","0","0","Neutral Zone","0",,,,"0","3","3","21","0","24","24","0","0",
frc245,2026,2026milak,2026milak_qm69,69,3/7/2026 4:08:00 PM,blue,frc5676,"Middle","7",,,,"0","4","5",,,,,"0","0","0","Neutral Zone","0",,,,"0","4","7","29","0","36","36","0","0",
frc245,2026,2026milak,2026milak_qm69,69,3/7/2026 4:08:00 PM,red,frc4327,"Other side","4",,,,"0","13","2",,,,,"0","0","0","Alliance Side","0",,,,"0","3","4","23","0","27","27","0","0",
frc245,2026,2026milak,2026milak_qm70,70,3/7/2026 4:15:00 PM,red,frc5248,"Human player side","0",,,,"0","0","0",,,,,"0","0","0","Neutral Zone","0",,,,"0","1","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm70,70,3/7/2026 4:15:00 PM,red,frc11407,"Human player side","0",,,,"0","1","2",,,,,"0","0","0","Neutral Zone","0",,,,"2","2","0","11","0","11","11","0","0",
frc245,2026,2026milak,2026milak_qm70,70,3/7/2026 4:15:00 PM,blue,frc5152,"Other side","0",,,,"0","0","0",,,,,"0","1","0","Does not matter","0",,,,"0","1","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm70,70,3/7/2026 4:15:00 PM,blue,frc7256,"Human player side","0",,,,"0","0","0",,,,,"0","0","0","Does not matter","0",,,,"2","2","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm71,71,3/7/2026 4:22:00 PM,blue,frc245,"Human player side","7",,,,"0","0","9",,,,,"0","1","0","Does not matter","0",,,,"0","3","7","45","0","52","52","0","0",
frc245,2026,2026milak,2026milak_qm71,71,3/7/2026 4:22:00 PM,blue,frc7911,"Human player side","0",,,,"0","0","0",,,,,"0","0","0","Neutral Zone","0",,,,"0","2","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm71,71,3/7/2026 4:22:00 PM,blue,frc9638,"Middle","0",,,,"0","0","0",,,,,"0","0","0","Neutral Zone","0",,,,"2","2","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm71,71,3/7/2026 4:22:00 PM,red,frc5623,"Middle","5",,,,"0","2","0",,,,,"0","0","0","Neutral Zone","0",,,,"1","2","5","2","0","7","7","0","1",
frc245,2026,2026milak,2026milak_qm71,71,3/7/2026 4:22:00 PM,red,frc858,"Other side","0",,,,"0","0","13",,,,,"0","0","0","Neutral Zone","0",,,,"0","3","0","65","0","65","65","0","0",
frc245,2026,2026milak,2026milak_qm72,72,3/7/2026 4:29:00 PM,red,frc8041,"Other side","0",,,,"0","0","0",,,,,"0","0","0","Neutral Zone","0",,,,"0","1","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm72,72,3/7/2026 4:29:00 PM,red,frc9703,"Middle","0",,,,"0","0","0",,,,,"0","0","0","Neutral Zone","0",,,,"2","2","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm72,72,3/7/2026 4:29:00 PM,red,frc8126,"Human player side","0",,,,"0","3","0",,,,,"0","0","0","Neutral Zone","0",,,,"2","1","0","3","0","3","3","0","0",
frc245,2026,2026milak,2026milak_qm72,72,3/7/2026 4:29:00 PM,blue,frc8397,"Other side","7",,,,"0","1","0",,,,,"0","0","0","Does not matter","0",,,,"1","2","7","1","0","8","8","0","1",
frc245,2026,2026milak,2026milak_qm72,72,3/7/2026 4:29:00 PM,blue,frc2767,"Human player side","54",,,,"0","75","5",,,,,"0","0","0","Neutral Zone","0",,,,"3","4","54","100","0","154","154","0","0",
frc245,2026,2026milak,2026milak_qm73,73,3/7/2026 4:36:00 PM,red,frc5559,"Middle","0",,,,"0","25","0",,,,,"0","0","0","Neutral Zone","0",,,,"4","3","0","25","0","25","25","0","0",
frc245,2026,2026milak,2026milak_qm73,73,3/7/2026 4:36:00 PM,red,frc5676,"Other side","1",,,,"0","59","0",,,,,"0","0","0","Neutral Zone","0",,,,"2","4","1","59","0","60","60","0","0",
frc245,2026,2026milak,2026milak_qm73,73,3/7/2026 4:36:00 PM,red,frc3875,"Human player side","10",,,,"0","0","16",,,,,"0","0","0","Neutral Zone","0",,,,"0","4","10","80","0","90","90","0","0",
frc245,2026,2026milak,2026milak_qm73,73,3/7/2026 4:36:00 PM,blue,frc9215,"Middle","8",,,,"0","0","0",,,,,"0","0","0","Does not matter","0",,,,"2","3","8","0","0","8","8","0","1",
frc245,2026,2026milak,2026milak_qm73,73,3/7/2026 4:36:00 PM,blue,frc4237,"Other side","18",,,,"0","16","0",,,,,"0","0","0","Neutral Zone","0",,,,"0","2","18","16","0","34","34","0","1",
frc245,2026,2026milak,2026milak_qm74,74,3/7/2026 4:43:00 PM,red,frc5675,"Other side","13",,,,"0","1","3",,,,,"0","0","0","Does not matter","0",,,,"1","3","13","16","0","29","29","0","0",
frc245,2026,2026milak,2026milak_qm74,74,3/7/2026 4:43:00 PM,blue,frc8608,"Human player side","22",,,,"0","173","0",,,,,"0","0","0","Neutral Zone","0",,,,"0","5","22","173","0","195","195","0","0",
frc245,2026,2026milak,2026milak_qm74,74,3/7/2026 4:43:00 PM,blue,frc5248,"Human player side","0",,,,"0","0","0",,,,,"0","0","0","Neutral Zone","0",,,,"5","3","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm74,74,3/7/2026 4:43:00 PM,red,frc10473,"Human player side","0",,,,"0","0","0",,,,,"0","0","0","Neutral Zone","1",,,,"4","3","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm74,74,3/7/2026 4:43:00 PM,red,frc11386,"Middle","8",,,,"0","0","0",,,,,"0","0","0","Neutral Zone","0",,,,"0","3","8","0","0","8","8","0","1",
frc245,2026,2026milak,2026milak_qm75,75,3/7/2026 4:50:00 PM,blue,frc9203,"Human player side","0",,,,"0","0","0",,,,,"0","0","0","Neutral Zone","0",,,,"0","2","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm75,75,3/7/2026 4:50:00 PM,blue,frc1188,"Human player side","0",,,,"0","33","0",,,,,"0","0","0","Neutral Zone","0",,,,"3","4","0","33","0","33","33","0","0",
frc245,2026,2026milak,2026milak_qm75,75,3/7/2026 4:50:00 PM,red,frc9672,"Human player side","2",,,,"0","10","0",,,,,"0","0","0","Neutral Zone","0",,,,"5","3","2","10","0","12","12","0","0",
frc245,2026,2026milak,2026milak_qm75,75,3/7/2026 4:50:00 PM,blue,frc4453,"Middle","0",,,,"0","0","0",,,,,"0","0","0","Neutral Zone","1",,,,"3","1","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm75,75,3/7/2026 4:50:00 PM,red,frc10651,"Other side","0",,,,"0","0","0",,,,,"0","0","0","Does not matter","1",,,,"0","2","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm76,76,3/7/2026 4:57:00 PM,red,frc9239,"Middle","0",,,,"0","0","0",,,,,"0","0","0","Does not matter","1",,,,"0","1","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm76,76,3/7/2026 4:57:00 PM,red,frc5152,"Other side","0",,,,"1","0","0",,,,,"0","0","0","Neutral Zone","0",,,,"3","2","15","0","0","15","0","15","0",
frc245,2026,2026milak,2026milak_qm76,76,3/7/2026 4:57:00 PM,blue,frc5610,"Middle","0",,,,"0","0","0",,,,,"0","0","0","Neutral Zone","1",,,,"0","1","0","0","0","0","0","0","0",
frc245,2026,2026milak,2026milak_qm76,76,3/7/2026 4:57:00 PM,blue,frc6002,"Human player side","25",,,,"0","4","26",,,,,"0","0","0","Alliance Side","0",,,,"0","5","25","134","0","159","159","0","0",
frc245,2026,2026mibro,2026mibro_qm15,15,3/14/2026 6:00:00 PM,red,frc6057,"Human player side","0","0",,"1","0","0","0",,,,"1","0","0","0","Does not matter","0","0","0",,"0","1","0","0","0","0","0","0","0",
frc245,2026,2026mibro,2026mibro_qm15,15,3/14/2026 6:00:00 PM,red,frc8124,"Middle","3","1",,"4","0","3","1",,,,"3","0","0","0","Does not matter","0","0","0",,"0","1","8","8","0","16","16","0","0",
frc245,2026,2026mibro,2026mibro_qm15,15,3/14/2026 6:00:00 PM,blue,frc7769,"Human player side","7","11",,"5","0","0","46",,,,"5","0","0","0","Neutral Zone","0","0","0",,"0","4","62","230","0","292","292","0","0",
frc245,2026,2026mibro,2026mibro_qm15,15,3/14/2026 6:00:00 PM,blue,frc8427,"Middle","3","0",,"5","0","2","1",,,,"5","0","0","0","Neutral Zone","0","0","0",,"0","3","3","7","0","10","10","0","0",
frc245,2026,2026mibro,2026mibro_qm15,15,3/14/2026 6:00:00 PM,red,frc247,"Middle","0","2",,"2","0","0","15",,,,"4","0","0","0","Does not matter","0","0","0",,"0","4","10","75","0","85","85","0","0",
frc245,2026,2026mibro,2026mibro_qm16,16,3/14/2026 6:09:00 PM,blue,frc469,"Human player side","0","9",,"5","0","3","21",,,,"5","0","0","0","Does not matter","0","0","0",,"0","5","45","108","0","153","153","0","0",
frc245,2026,2026mibro,2026mibro_qm16,16,3/14/2026 6:09:00 PM,red,frc9148,"Middle","0","0",,"1","0","9","0",,,,"2","0","0","0","Does not matter","0","0","0",,"0","2","0","9","0","9","9","0","0",
frc245,2026,2026mibro,2026mibro_qm16,16,3/14/2026 6:09:00 PM,blue,frc9572,"Other side","0","5",,"5","0","1","24",,,,"1","0","0","0","Does not matter","0","0","0",,"0","5","25","121","0","146","146","0","0",
frc245,2026,2026mibro,2026mibro_qm17,17,3/14/2026 6:18:00 PM,blue,frc10606,"Middle","0","0",,"1","0","0","0",,,,"1","0","0","0","Does not matter","0","0","0",,"0","2","0","0","0","0","0","0","0",
frc245,2026,2026mibro,2026mibro_qm17,17,3/14/2026 6:18:00 PM,red,frc3322,"Other side","3","2",,"4","0","7","13",,,,"4","0","0","0","Does not matter","0","0","0",,"0","4","13","72","0","85","85","0","0",
frc245,2026,2026mibro,2026mibro_qm17,17,3/14/2026 6:18:00 PM,red,frc4390,"Middle","0","0",,"1","0","3","1",,,,"2","0","0","0","Neutral Zone","0","0","0",,"0","1","0","8","0","8","8","0","0",
frc245,2026,2026mibro,2026mibro_qm17,17,3/14/2026 6:18:00 PM,red,frc217,"Human player side","0","4",,"5","0","2","5",,,,"3","0","0","0","Neutral Zone","0","0","0",,"0","3","20","27","0","47","47","0","0",
frc245,2026,2026mibro,2026mibro_qm18,18,3/14/2026 6:27:00 PM,red,frc6618,"Middle","0","2",,"4","0","2","4",,,,"3","0","0","0","Does not matter","0","0","0",,"0","3","10","22","0","32","32","0","0",
frc245,2026,2026mibro,2026mibro_qm18,18,3/14/2026 6:27:00 PM,blue,frc1189,"Other side","0","3",,"5","0","5","14",,,,"4","0","0","0","Does not matter","0","0","0",,"0","4","15","75","0","90","90","0","0",
frc245,2026,2026mibro,2026mibro_qm18,18,3/14/2026 6:27:00 PM,red,frc6029,"Human player side","2","1",,"4","0","0","0",,,,"1","0","0","0","Neutral Zone","0","0","0",,"1","2","7","0","0","7","7","0","1",
frc245,2026,2026mibro,2026mibro_qm18,18,3/14/2026 6:27:00 PM,blue,frc5090,"Human player side","0","0",,"1","0","0","0",,,,"1","0","0","0","Does not matter","0","0","0",,"3","3","0","0","0","0","0","0","0",
frc245,2026,2026mibel,2026mibel_qm1,1,3/20/2026 3:00:00 PM,red,frc7220,"Other side","4","1",,"3","0","0","0",,,,"1","0","0","0","Does not matter","0","0","0",,"0","3","9","0","0","9","9","0","1","0"
frc245,2026,2026mibel,2026mibel_qm1,1,3/20/2026 3:00:00 PM,red,frc9735,"Middle","1","1",,"4","0","0","0",,,,"1","0","0","0","Does not matter","1","0","0",,"0","1","6","0","0","6","6","0","1","0"
frc245,2026,2026mibel,2026mibel_qm1,1,3/20/2026 3:00:00 PM,red,frc4395,"Human player side","2","1",,"5","0","0","0",,,,"1","0","0","0","Neutral Zone","0","0","0",,"1","2","7","0","0","7","7","0","1","0"
frc245,2026,2026mibel,2026mibel_qm1,1,3/20/2026 3:00:00 PM,blue,frc6618,"Middle","0","0",,"1","0","2","2",,,,"3","1","0","1","Alliance Side","0","0","0",,"0","2","0","12","10","22","12","10","0","0"
frc245,2026,2026mibel,2026mibel_qm1,1,3/20/2026 3:00:00 PM,blue,frc6344,"Human player side","0","0",,"1","0","6","5",,,,"4","0","0","0","Alliance Side","0","0","0",,"0","2","0","31","0","31","31","0","0","0"
frc245,2026,2026mibel,2026mibel_qm2,2,3/20/2026 3:09:00 PM,red,frc245,"Other side","0","0",,"1","0","22","0",,,,"2","0","0","0","Does not matter","0","0","0",,"3","4","0","22","0","22","22","0","0","0"
frc245,2026,2026mibel,2026mibel_qm2,2,3/20/2026 3:09:00 PM,red,frc5708,"Middle","0","1",,"2","0","3","5",,,,"3","0","0","0","Neutral Zone","0","0","0",,"0","4","5","28","0","33","33","0","0","0"
frc245,2026,2026mibel,2026mibel_qm2,2,3/20/2026 3:09:00 PM,blue,frc6029,"Middle","3","1",,"4","0","8","3",,,,"3","0","0","0","Does not matter","0","0","0",,"0","2","8","23","0","31","31","0","0","0"
frc245,2026,2026mibel,2026mibel_qm2,2,3/20/2026 3:09:00 PM,blue,frc6528,"Other side","0","2",,"3","0","0","14",,,,"4","0","0","0","Does not matter","0","0","0",,"0","3","10","70","0","80","80","0","0","0"
frc245,2026,2026mibel,2026mibel_qm2,2,3/20/2026 3:09:00 PM,blue,frc6120,"Human player side","1","1",,"5","0","2","4",,,,"4","0","0","0","Does not matter","1","0","0",,"3","4","6","22","0","28","28","0","0","0"
frc245,2026,2026mibel,2026mibel_qm3,3,3/20/2026 3:18:00 PM,blue,frc9455,"Middle","0","0",,"1","0","0","0",,,,"1","0","0","0","Does not matter","0","0","0",,"1","1","0","0","0","0","0","0","0","0"
frc245,2026,2026mibel,2026mibel_qm3,3,3/20/2026 3:18:00 PM,blue,frc4405,"Human player side","0","0",,"1","0","16","0",,,,"4","0","0","0","Neutral Zone","0","0","0",,"3","3","0","16","0","16","16","0","0","0"
frc245,2026,2026mibel,2026mibel_qm3,3,3/20/2026 3:18:00 PM,red,frc5263,"Middle","0","0",,"1","0","0","0",,,,"1","0","0","0","Does not matter","0","0","0",,"0","1","0","0","0","0","0","0","0","0"
frc245,2026,2026mibel,2026mibel_qm3,3,3/20/2026 3:18:00 PM,red,frc3656,"Human player side","0","6",,"5","0","0","29",,,,"3","0","0","0","Does not matter","0","0","0",,"0","4","30","145","0","175","175","0","0","0"
frc245,2026,2026mibel,2026mibel_qm3,3,3/20/2026 3:18:00 PM,red,frc11505,"Other side","2","0",,"3","0","0","0",,,,"1","0","0","0","Neutral Zone","0","0","0",,"0","1","2","0","0","2","2","0","1","0"
frc245,2026,2026mibel,2026mibel_qm4,4,3/20/2026 3:27:00 PM,red,frc9751,"Middle","0","0",,"1","0","7","1",,,,"3","0","0","0","Does not matter","0","0","0",,"0","3","0","12","0","12","12","0","0","0"
frc245,2026,2026mibel,2026mibel_qm4,4,3/20/2026 3:27:00 PM,red,frc1701,"Other side","0","0",,"1","0","0","10",,,,"3","0","0","0","Does not matter","0","0","0",,"0","3","0","50","0","50","50","0","0","0"
frc245,2026,2026mibel,2026mibel_qm4,4,3/20/2026 3:27:00 PM,blue,frc8373,"Other side","0","0",,"1","0","2","20",,,,"5","0","0","0","Neutral Zone","0","0","0",,"2","5","0","102","0","102","102","0","0","0"
frc245,2026,2026mibel,2026mibel_qm4,4,3/20/2026 3:27:00 PM,blue,frc3098,"Middle","0","0",,"1","0","0","0",,,,"1","0","0","0","Does not matter","0","0","0",,"0","1","0","0","0","0","0","0","0","0"
frc245,2026,2026mibel,2026mibel_qm4,4,3/20/2026 3:27:00 PM,blue,frc4737,"Human player side","1","1",,"5","0","0","0",,,,"1","0","0","0","Does not matter","1","0","0",,"0","2","6","0","0","6","6","0","1","0"
frc245,2026,2026mibel,2026mibel_qm5,5,3/20/2026 3:36:00 PM,red,frc8832,"Human player side","0","0",,"1","0","0","0",,,,"1","0","0","0","Does not matter","1","1","0",,"0","1","0","0","0","0","0","0","0","5"
frc245,2026,2026mibel,2026mibel_qm5,5,3/20/2026 3:36:00 PM,red,frc3641,"Other side","0","6",,"4","0","5","13",,,,"4","0","0","0","Does not matter","0","0","0",,"4","4","30","70","0","100","100","0","0","0"
frc245,2026,2026mibel,2026mibel_qm5,5,3/20/2026 3:36:00 PM,red,frc9204,"Middle","0","0",,"1","0","0","0",,,,"1","0","0","0","Does not matter","0","0","0",,"0","3","0","0","0","0","0","0","0","0"
frc245,2026,2026mibel,2026mibel_qm5,5,3/20/2026 3:36:00 PM,blue,frc7247,"Other side","0","0",,"1","0","0","0",,,,"1","0","0","0","Does not matter","0","0","0",,"5","3","0","0","0","0","0","0","0","0"
frc245,2026,2026mibel,2026mibel_qm5,5,3/20/2026 3:36:00 PM,blue,frc10672,"Middle","0","0",,"1","0","0","0",,,,"1","0","0","0","Alliance Side","0","0","0",,"0","1","0","0","0","0","0","0","0","0"
frc245,2026,2026mibel,2026mibel_qm6,6,3/20/2026 3:45:00 PM,red,frc66,"Middle","0","0",,"1","0","2","1",,,,"2","0","0","0","Neutral Zone","0","0","0",,"0","2","0","7","0","7","7","0","0","0"
frc245,2026,2026mibel,2026mibel_qm6,6,3/20/2026 3:45:00 PM,blue,frc6538,"Middle","0","0",,"1","0","0","0",,,,"1","0","0","0","Does not matter","0","0","0",,"3","2","0","0","0","0","0","0","0","0"
frc245,2026,2026mibel,2026mibel_qm6,6,3/20/2026 3:45:00 PM,blue,frc6615,"Other side","2","4",,"5","0","4","21",,,,"5","0","0","0","Does not matter","0","0","0",,"0","5","22","109","0","131","131","0","0","0"
frc245,2026,2026mibel,2026mibel_qm6,6,3/20/2026 3:45:00 PM,red,frc5053,"Other side","0","0",,"1","0","3","5",,,,"3","0","0","0","Does not matter","0","0","0",,"0","3","0","28","0","28","28","0","0","0"
frc245,2026,2026mibel,2026mibel_qm6,6,3/20/2026 3:45:00 PM,blue,frc8623,"Human player side","0","0",,"1","0","0","0",,,,"1","0","0","0","Does not matter","0","0","0",,"0","1","0","0","0","0","0","0","0","0"
frc245,2026,2026mibel,2026mibel_qm7,7,3/20/2026 3:54:00 PM,red,frc94,"Middle","0","0",,"1","0","0","0",,,,"1","0","0","0","Does not matter","1","0","0",,"0","1","0","0","0","0","0","0","0","0"
frc245,2026,2026mibel,2026mibel_qm7,7,3/20/2026 3:54:00 PM,red,frc6190,"Other side","0","0",,"1","0","0","0",,,,"1","0","0","0","Does not matter","0","0","0",,"0","2","0","0","0","0","0","0","0","0"
frc245,2026,2026mibel,2026mibel_qm7,7,3/20/2026 3:54:00 PM,red,frc3656,"Human player side","0","0",,"1","0","2","35",,,,"5","0","0","0","Neutral Zone","0","0","0",,"0","4","0","177","0","177","177","0","0","0"
frc245,2026,2026mibel,2026mibel_qm7,7,3/20/2026 3:54:00 PM,blue,frc6029,"Other side","0","2",,"5","0","1","1",,,,"3","0","0","0","Neutral Zone","0","0","0",,"0","3","10","6","0","16","16","0","0","0"
frc245,2026,2026mibel,2026mibel_qm7,7,3/20/2026 3:54:00 PM,blue,frc9735,"Middle","0","0",,"1","0","0","0",,,,"1","0","0","0","Does not matter","0","0","0",,"0","1","0","0","0","0","0","0","0","0"
frc245,2026,2026mibel,2026mibel_qm7,7,3/20/2026 3:54:00 PM,blue,frc1188,"Human player side","1","0",,"1","0","8","9",,,,"4","0","0","0","Neutral Zone","0","0","0",,"2","3","1","53","0","54","54","0","0","0"
frc245,2026,2026mibel,2026mibel_qm8,8,3/20/2026 4:03:00 PM,blue,frc4395,"Human player side","1","0",,"1","0","8","1",,,,"3","0","0","0","Neutral Zone","0","0","0",,"0","2","1","13","0","14","14","0","0","0"
