org_key,year,event_key,match_key,match_number,time,alliance,team_key,totalAutoPoints,totalEndgamePoints,contributedPoints,defenceRating,startingPosition,fuelScored,autonAccuracy,numAutonCycles,didClimb,autonClimbPosition,numTeleopCycles,teleopAccuracy,canTrench,canBump,canPushFeed,canShootFeed,didDefense,intakeDefense,scoreDefense,middleBlockage,climbingStartTime,towerStatus,teleopClimbPosition,diedDuringMatch,recoveredFromFreeze,didYellowCard,didRedCard
frc1189,2026,2026mibro,2026mibro_qm35,35,3/14/2026 8:48:00 PM,red,frc9182,"0","0","0","7","Outpost Side Bump","0","0","0","0","N/A","0","0","1","1","0","1","1","Medium","High","Medium","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm35,35,3/14/2026 8:48:00 PM,red,frc6152,"0","0","0","0","Depot Side Trench","0","0","0","0","N/A","0","0","1","0","1","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm35,35,3/14/2026 8:48:00 PM,blue,frc9572,"32","0","32","1","Outpost Side Bump","32","5","1","0","N/A","3","4","1","0","0","1","1","N/A","N/A","Low","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm35,35,3/14/2026 8:48:00 PM,blue,frc2832,"6","0","6","0","Not There","6","4","1","0","N/A","4","4","1","0","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm35,35,3/14/2026 8:48:00 PM,blue,frc5090,"0","0","0","2","Depot Side Bump","0","0","0","0","N/A","0","0","1","1","1","0","1","Low","N/A","Low","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm36,36,3/14/2026 8:56:00 PM,red,frc910,"11","0","11","5","Outpost Side Trench","11","5","1","0","N/A","4","5","1","0","0","0","1","Medium","High","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm36,36,3/14/2026 8:56:00 PM,red,frc2620,"9","0","9","1","Depot Side Trench","9","5","1","0","N/A","4","4","1","0","0","1","1","N/A","Low","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm36,36,3/14/2026 8:56:00 PM,blue,frc6570,"33","0","33","0","Middle","18","4","1","1","Middle","5","4","0","1","1","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm36,36,3/14/2026 8:56:00 PM,blue,frc7174,"6","0","6","0","Depot Side Trench","6","1","1","0","N/A","6","5","0","1","1","0","0","N/A","N/A","N/A","0","0","N/A","1","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm36,36,3/14/2026 8:56:00 PM,blue,frc815,"5","0","5","0","Outpost Side Trench","5","3","0","0","N/A","4","3","1","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm37,37,3/14/2026 9:04:00 PM,red,frc3322,"11","0","11","0","Depot Side Trench","11","5","1","0","N/A","6","5","1","0","0","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm37,37,3/14/2026 9:04:00 PM,blue,frc6861,"11","0","11","0","Middle","11","4","1","0","N/A","3","4","0","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm37,37,3/14/2026 9:04:00 PM,blue,frc6528,"11","0","11","0","Depot Side Bump","11","4","1","0","N/A","4","5","1","0","1","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm37,37,3/14/2026 9:04:00 PM,red,frc10606,"0","0","0","0","Middle","0","0","0","0","N/A","0","0","0","0","0","0","0","N/A","N/A","N/A","0","0","N/A","1","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm37,37,3/14/2026 9:04:00 PM,blue,frc6029,"0","0","0","0","Outpost Side Trench","0","0","0","0","N/A","0","0","1","0","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm37,37,3/14/2026 9:04:00 PM,red,frc7769,"63","0","63","0","Outpost Side Trench","63","5","2","0","N/A","9","5","1","0","0","1","0","N/A","N/A","N/A","5","1","Outpost Side","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm38,38,3/14/2026 9:12:00 PM,red,frc5050,"0","0","0","0","Depot Side Trench","0","0","0","0","N/A","4","3","1","1","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm38,38,3/14/2026 9:12:00 PM,red,frc6101,"0","0","0","0","Outpost Side Trench","0","0","1","0","N/A","0","0","0","0","0","0","0","N/A","N/A","N/A","0","0","N/A","1","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm38,38,3/14/2026 9:12:00 PM,blue,frc8362,"0","0","0","0","Not There","0","0","0","0","N/A","2","1","1","0","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm38,38,3/14/2026 9:12:00 PM,red,frc9148,"0","0","0","0","Middle","0","0","0","0","N/A","0","0","0","1","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm38,38,3/14/2026 9:12:00 PM,blue,frc240,"0","0","0","4","Outpost Side Trench","0","0","1","0","N/A","6","2","1","1","1","0","1","Low","Medium","Low","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm39,39,3/14/2026 9:20:00 PM,red,frc1189,"32","0","32","0","Depot Side Trench","32","5","1","0","N/A","5","4","1","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm39,39,3/14/2026 9:20:00 PM,red,frc217,"0","0","0","0","Middle","0","0","0","0","N/A","0","0","0","1","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm40,40,3/14/2026 9:28:00 PM,red,frc469,"48","0","48","0","Outpost Side Trench","48","5","2","0","N/A","3","5","1","0","0","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm40,40,3/14/2026 9:28:00 PM,blue,frc9226,"9","0","9","0","Outpost Side Trench","9","3","0","0","N/A","5","4","1","0","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm40,40,3/14/2026 9:28:00 PM,blue,frc8124,"14","0","14","0","Middle","14","5","1","0","N/A","4","3","0","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm40,40,3/14/2026 9:28:00 PM,blue,frc6914,"0","0","0","0","Middle","0","0","0","0","N/A","5","4","0","0","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm40,40,3/14/2026 9:28:00 PM,red,frc3604,"7","0","7","0","Depot Side Trench","7","3","1","0","N/A","4","3","1","0","1","1","0","N/A","N/A","N/A","20","1","Depot Side","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm40,40,3/14/2026 9:28:00 PM,red,frc5263,"0","0","0","0","Middle","0","0","0","0","N/A","0","0","0","0","0","0","0","N/A","N/A","N/A","0","0","N/A","1","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm41,41,3/14/2026 9:36:00 PM,blue,frc6029,"4","0","4","0","Middle","4","1","2","0","N/A","6","3","0","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm41,41,3/14/2026 9:36:00 PM,blue,frc247,"20","0","20","0","Outpost Side Trench","20","2","1","0","N/A","9","5","1","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm41,41,3/14/2026 9:36:00 PM,blue,frc8179,"0","0","0","0","Outpost Side Trench","0","0","0","0","N/A","4","3","1","0","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm41,41,3/14/2026 9:36:00 PM,red,frc4390,"0","0","0","0","Outpost Side Trench","0","0","0","0","N/A","1","1","0","0","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm41,41,3/14/2026 9:36:00 PM,red,frc6528,"7","0","7","0","Depot Side Bump","7","5","1","0","N/A","7","5","1","1","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm41,41,3/14/2026 9:36:00 PM,red,frc5498,"10","0","10","0","Middle","10","4","1","0","N/A","5","3","1","0","0","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm42,42,3/14/2026 9:44:00 PM,blue,frc6861,"12","0","12","0","Not There","12","5","1","0","N/A","3","4","0","1","1","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm42,42,3/14/2026 9:44:00 PM,red,frc815,"6","0","6","0","Outpost Side Trench","6","3","1","0","N/A","9","1","1","0","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm42,42,3/14/2026 9:44:00 PM,red,frc6101,"0","0","0","0","Depot Side Trench","0","0","0","0","N/A","0","0","1","0","0","0","0","N/A","N/A","N/A","0","0","N/A","1","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm42,42,3/14/2026 9:44:00 PM,blue,frc6152,"19","0","19","0","Outpost Side Trench","19","4","1","0","N/A","8","4","1","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm42,42,3/14/2026 9:44:00 PM,red,frc8362,"0","0","0","0","Middle","0","0","0","0","N/A","3","3","1","0","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm42,42,3/14/2026 9:44:00 PM,blue,frc9572,"34","0","34","0","Depot Side Trench","34","5","1","0","N/A","11","5","0","1","1","1","0","N/A","N/A","N/A","0","0","N/A","1","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm43,43,3/14/2026 9:52:00 PM,red,frc5907,"30","0","30","0","Outpost Side Trench","30","4","1","0","N/A","12","4","1","0","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm43,43,3/14/2026 9:52:00 PM,blue,frc6618,"4","0","4","0","Not There","4","1","1","0","N/A","3","1","0","0","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm43,43,3/14/2026 9:52:00 PM,red,frc1528,"0","0","0","0","Depot Side Trench","0","0","0","0","N/A","0","0","1","0","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm43,43,3/14/2026 9:52:00 PM,red,frc6570,"0","0","0","0","Middle","0","0","0","0","N/A","3","3","0","1","0","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm43,43,3/14/2026 9:52:00 PM,blue,frc9182,"6","0","6","2","Depot Side Trench","6","2","2","0","N/A","5","4","1","1","1","0","1","N/A","Medium","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm43,43,3/14/2026 9:52:00 PM,blue,frc10606,"15","0","15","0","Outpost Side Bump","0","0","0","1","Outpost Side","0","0","0","0","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm44,44,3/14/2026 10:00:00 PM,blue,frc3604,"23","0","23","0","Outpost Side Trench","23","5","1","0","N/A","10","3","1","1","1","0","0","N/A","N/A","N/A","10","1","Middle","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm44,44,3/14/2026 10:00:00 PM,red,frc6057,"0","0","0","0","Outpost Side Trench","0","0","0","0","N/A","0","0","0","0","0","0","0","N/A","N/A","N/A","0","0","N/A","1","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm44,44,3/14/2026 10:00:00 PM,red,frc6914,"0","0","0","0","Depot Side Bump","0","0","0","0","N/A","2","4","0","1","0","1","0","N/A","N/A","N/A","0","0","N/A","1","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm44,44,3/14/2026 10:00:00 PM,red,frc9148,"0","0","0","0","Not There","0","0","0","0","N/A","0","0","0","0","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm44,44,3/14/2026 10:00:00 PM,blue,frc7769,"48","0","48","7","Outpost Side Trench","33","5","2","1","Outpost Side","7","5","1","1","1","1","1","High","Medium","Medium","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm44,44,3/14/2026 10:00:00 PM,blue,frc8124,"8","0","8","0","Middle","8","3","1","0","N/A","1","3","1","1","1","1","1","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm45,45,3/14/2026 10:08:00 PM,blue,frc1189,"25","0","25","0","Depot Side Trench","25","5","1","0","N/A","4","5","1","1","1","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm45,45,3/14/2026 10:08:00 PM,red,frc2832,"0","0","0","0","Not There","0","0","0","0","N/A","2","5","1","0","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm46,46,3/14/2026 10:16:00 PM,red,frc8427,"8","0","8","0","Not There","8","4","1","0","N/A","3","3","1","0","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm46,46,3/14/2026 10:16:00 PM,blue,frc217,"0","0","0","0","Not There","0","0","0","0","N/A","6","4","1","1","1","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm46,46,3/14/2026 10:16:00 PM,blue,frc2620,"12","0","12","0","Middle","12","5","1","0","N/A","5","4","1","0","0","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm46,46,3/14/2026 10:16:00 PM,blue,frc469,"42","0","42","2","Outpost Side Trench","42","5","2","0","N/A","12","4","1","1","0","1","1","Low","N/A","Low","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm46,46,3/14/2026 10:16:00 PM,red,frc5090,"0","0","0","0","Outpost Side Trench","0","0","0","0","N/A","3","1","1","0","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm47,47,3/14/2026 10:24:00 PM,blue,frc1528,"0","0","0","2","Middle","0","0","0","0","N/A","0","0","1","0","1","0","1","Low","Low","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm47,47,3/14/2026 10:24:00 PM,blue,frc3322,"4","0","4","2","Depot Side Trench","4","4","2","0","N/A","9","5","1","1","1","1","1","Low","Low","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm47,47,3/14/2026 10:24:00 PM,red,frc240,"0","0","0","1","Depot Side Bump","0","0","1","0","N/A","1","0","0","1","0","0","1","N/A","N/A","Low","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm47,47,3/14/2026 10:24:00 PM,red,frc5901,"0","0","0","0","Middle","0","0","0","0","N/A","0","0","0","0","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm47,47,3/14/2026 10:24:00 PM,blue,frc910,"8","0","8","0","Not There","8","4","1","0","N/A","6","4","1","0","1","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm47,47,3/14/2026 10:24:00 PM,red,frc9572,"25","0","25","0","Outpost Side Trench","25","4","1","0","N/A","9","4","1","1","1","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm48,48,3/14/2026 10:32:00 PM,red,frc6914,"0","0","0","0","Depot Side Bump","0","0","0","0","N/A","3","3","0","1","0","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm48,48,3/14/2026 10:32:00 PM,red,frc6861,"8","0","8","0","Middle","8","5","0","0","N/A","6","4","0","1","1","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm48,48,3/14/2026 10:32:00 PM,red,frc8179,"6","0","6","0","Outpost Side Trench","6","3","1","0","N/A","7","3","0","0","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm48,48,3/14/2026 10:32:00 PM,blue,frc6618,"2","0","2","0","Middle","2","1","1","0","N/A","5","2","0","1","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm48,48,3/14/2026 10:32:00 PM,blue,frc8124,"2","0","2","0","Not There","2","1","1","0","N/A","2","1","1","0","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm48,48,3/14/2026 10:32:00 PM,blue,frc8362,"0","0","0","0","Outpost Side Bump","0","0","0","0","N/A","5","1","0","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm49,49,3/14/2026 10:40:00 PM,blue,frc6057,"0","0","0","0","Not There","0","0","0","0","N/A","2","3","1","0","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm49,49,3/14/2026 10:40:00 PM,red,frc247,"16","0","16","0","Depot Side Trench","16","4","1","0","N/A","4","5","1","1","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm49,49,3/14/2026 10:40:00 PM,red,frc6152,"26","0","26","1","Outpost Side Trench","26","4","1","0","N/A","8","4","1","1","1","0","1","Low","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm49,49,3/14/2026 10:40:00 PM,blue,frc5907,"42","0","42","2","Outpost Side Trench","42","5","1","0","N/A","7","5","1","1","1","1","1","N/A","Medium","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm49,49,3/14/2026 10:40:00 PM,red,frc6528,"9","0","9","0","Middle","9","5","1","0","N/A","2","3","1","1","0","1","0","N/A","N/A","N/A","0","0","N/A","0","1","0","0"
frc1189,2026,2026mibro,2026mibro_qm50,50,3/14/2026 10:48:00 PM,blue,frc4390,"0","0","0","0","Outpost Side Trench","0","0","0","0","N/A","2","3","1","0","1","0","0","N/A","N/A","N/A","0","0","N/A","1","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm50,50,3/14/2026 10:48:00 PM,red,frc5498,"0","0","0","0","Middle","0","0","0","0","N/A","2","2","1","0","0","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm50,50,3/14/2026 10:48:00 PM,blue,frc2620,"5","0","5","0","Not There","5","4","1","0","N/A","4","3","1","0","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm50,50,3/14/2026 10:48:00 PM,blue,frc7174,"28","0","28","0","Depot Side Trench","28","5","2","0","N/A","7","4","1","1","1","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm50,50,3/14/2026 10:48:00 PM,red,frc9226,"5","0","5","0","Outpost Side Trench","5","3","1","0","N/A","8","3","1","0","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm51,51,3/14/2026 10:56:00 PM,red,frc5090,"0","0","0","0","Depot Side Bump","0","0","0","0","N/A","3","1","1","0","0","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm51,51,3/14/2026 10:56:00 PM,red,frc6570,"0","0","0","0","Not There","0","0","0","0","N/A","1","3","0","1","0","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm51,51,3/14/2026 10:56:00 PM,blue,frc5901,"0","0","0","0","Middle","0","0","0","0","N/A","0","0","1","1","1","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm51,51,3/14/2026 10:56:00 PM,red,frc7769,"85","0","85","0","Outpost Side Trench","85","5","2","0","N/A","13","4","1","1","0","1","1","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm51,51,3/14/2026 10:56:00 PM,blue,frc3322,"14","0","14","0","Depot Side Trench","14","5","2","0","N/A","8","4","1","1","1","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm52,52,3/14/2026 11:04:00 PM,blue,frc2834,"5","0","5","0","Depot Side Bump","5","2","2","0","N/A","3","4","1","0","1","0","0","N/A","N/A","N/A","0","0","N/A","1","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm52,52,3/14/2026 11:04:00 PM,red,frc469,"45","0","45","0","Outpost Side Trench","45","5","2","0","N/A","9","4","1","1","0","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm52,52,3/14/2026 11:04:00 PM,blue,frc240,"0","0","0","5","Not There","0","0","0","0","N/A","0","0","1","0","0","0","1","N/A","Medium","High","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm52,52,3/14/2026 11:04:00 PM,red,frc10606,"0","0","0","0","Not There","0","0","0","0","N/A","0","0","0","0","0","0","0","N/A","N/A","N/A","10","1","Depot Side","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm52,52,3/14/2026 11:04:00 PM,blue,frc217,"25","0","25","0","Middle","25","4","1","0","N/A","5","4","1","1","1","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm52,52,3/14/2026 11:04:00 PM,red,frc8427,"4","0","4","0","Middle","4","1","1","0","N/A","5","4","0","0","0","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm53,53,3/14/2026 11:12:00 PM,blue,frc910,"10","0","10","0","Outpost Side Trench","10","5","2","0","N/A","5","5","1","0","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm53,53,3/14/2026 11:12:00 PM,red,frc6029,"0","0","0","0","Middle","0","0","0","0","N/A","0","0","0","0","0","0","0","N/A","N/A","N/A","0","0","N/A","1","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm53,53,3/14/2026 11:12:00 PM,red,frc1189,"29","0","29","0","Depot Side Trench","29","5","1","0","N/A","4","5","1","1","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm55,55,3/14/2026 11:28:00 PM,blue,frc247,"0","0","0","0","Outpost Side Bump","0","0","0","0","N/A","4","3","0","1","1","0","0","N/A","N/A","N/A","10","1","Outpost Side","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm56,56,3/14/2026 11:36:00 PM,blue,frc240,"0","0","0","5","Not There","0","0","0","0","N/A","0","0","0","1","0","0","0","Low","Medium","Medium","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm57,57,3/14/2026 11:44:00 PM,red,frc3322,"11","0","11","0","Depot Side Trench","11","4","2","0","N/A","7","5","1","0","0","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm59,59,3/15/2026 1:30:00 PM,blue,frc1189,"17","0","17","0","Depot Side Trench","17","5","1","0","N/A","5","5","1","0","1","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm60,60,3/15/2026 1:39:00 PM,blue,frc217,"14","0","14","0","Depot Side Trench","14","4","1","0","N/A","1","4","1","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm60,60,3/15/2026 1:39:00 PM,red,frc6570,"8","0","8","0","Middle","8","3","1","0","N/A","2","3","0","1","0","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm60,60,3/15/2026 1:39:00 PM,blue,frc2832,"7","0","7","0","Middle","7","4","1","0","N/A","4","1","0","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm60,60,3/15/2026 1:39:00 PM,blue,frc5050,"0","0","0","0","Outpost Side Trench","0","0","0","0","N/A","3","2","0","0","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm60,60,3/15/2026 1:39:00 PM,red,frc910,"11","0","11","0","Depot Side Trench","11","5","3","0","N/A","7","5","0","0","0","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm61,61,3/15/2026 1:48:00 PM,red,frc9182,"5","0","5","5","Depot Side Trench","5","3","0","0","N/A","2","1","1","1","1","0","1","Medium","Low","Medium","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm61,61,3/15/2026 1:48:00 PM,blue,frc7769,"53","0","53","0","Depot Side Trench","53","4","2","0","N/A","7","4","1","0","1","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm61,61,3/15/2026 1:48:00 PM,red,frc469,"44","0","44","0","Outpost Side Trench","44","4","2","0","N/A","4","4","1","1","1","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm61,61,3/15/2026 1:48:00 PM,blue,frc5907,"10","0","10","5","Outpost Side Trench","10","5","1","0","N/A","1","5","1","1","1","0","0","N/A","High","Medium","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm61,61,3/15/2026 1:48:00 PM,red,frc9226,"0","0","0","5","Not There","0","0","0","0","N/A","0","0","1","0","0","0","1","Medium","Low","Medium","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm62,62,3/15/2026 1:57:00 PM,red,frc2620,"7","0","7","0","Middle","7","4","1","0","N/A","5","4","1","1","1","0","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm62,62,3/15/2026 1:57:00 PM,blue,frc3604,"3","0","3","0","Outpost Side Trench","3","1","1","0","N/A","2","2","0","0","0","0","0","N/A","N/A","N/A","35","3","Middle","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm62,62,3/15/2026 1:57:00 PM,blue,frc8179,"5","0","5","2","Middle","5","5","1","0","N/A","0","0","0","0","0","0","1","N/A","N/A","Medium","0","0","N/A","0","0","0","0"
frc1189,2026,2026mibro,2026mibro_qm63,63,3/15/2026 2:06:00 PM,red,frc5090,"0","0","0","0","Not There","0","0","0","0","N/A","1","3","0","0","0","1","0","N/A","N/A","N/A","0","0","N/A","0","0","0","0"
