org_key,year,event_key,match_key,match_number,time,alliance,team_key,autoclimbPoints,endgamePoints,climbPoints,contributedPoints,systemReliability,foulReliability,startRobotPosition,startPositionA,startPositionB,startPositionC,startPositionD,startPositionE,autoDepot,autoNeutral,autoOutpost,autoOutpostInsert,autoNeutralZone,autoClimbLevel,autoClimbPosition,passOrPush,inactiveDidHoard,inactiveDidDefense,inactiveDidWaste,shootOnMove,teleopNeutralZone,endClimbLevel,endClimbPosition,Style,RankingRobot,matchFeederEffectiveness,matchDefenseEffectiveness,matchCounterEffectiveness,shooterPositionDepot,shooterPositionTTrench,shooterPositionTower,shooterPositionHub,shooterPositionOutpost,shooterPositionBTrench,matchMechanismProblem,didRobotFreeze,didRobotRecover,didRobotTip,didRobotJam,didRobotStuck
frc68,2026,2026mifli,2026mifli_qm31,31,3/21/2026 8:16:00 PM,red,frc11527,"0","0","0","2.2409904831569594","4","8.874715532942314","C","0","0","1","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","1st","5","5","5","1","1","1","1","1","1","","1","1","0","0","0"
frc68,2026,2026mifli,2026mifli_qm31,31,3/21/2026 8:16:00 PM,red,frc1684,"0","0","0","35.14771905371698","10","9.783917739305016","E","0","0","0","0","1","0","1","0","1",,"Did not attempt climb","N/A",,"1","0","1",,,"Did not attempt climb","N/A","Shooter","1st","5","0","5","0","1","1","1","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm32,32,3/21/2026 8:24:00 PM,red,frc5046,"0","0","0","161.7434390264158","10","9.502774003930613","A","1","0","0","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","1st","5","0","5","0","1","1","0","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm32,32,3/21/2026 8:24:00 PM,red,frc8385,"0","0","0","36.885922341869374","10","10.199969314637904","C","0","0","1","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","1st","2","0","3","1","1","0","0","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm32,32,3/21/2026 8:24:00 PM,red,frc10587,"0","0","0","20.100429835400668","10","9.035567164707368","A","1","0","0","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"1","0","1",,,"Did not attempt climb","N/A","Undifined","3rd","0","0","3","0","0","0","1","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm32,32,3/21/2026 8:24:00 PM,blue,frc9648,"0","0","0","41.22468298847109","10","8.221344844058798","E","0","0","0","0","1","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Undifined","3rd","0","0","0","0","0","1","0","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm32,32,3/21/2026 8:24:00 PM,blue,frc9207,"0","0","0","-6.594805699676605","10","10.285226114467099","C","0","0","1","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"1","0","1",,,"Did not attempt climb","N/A","Shooter","3rd","1","0","3","0","0","1","0","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm33,33,3/21/2026 8:32:00 PM,red,frc1322,"0","0","0","96.34258335275267","3","10.068659578149731","B","0","1","0","0","0","1","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shoot and Pass","1st","2","0","3","0","1","0","1","0","0","","1","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm33,33,3/21/2026 8:32:00 PM,red,frc5214,"0","0","0","-4.399839541550848","10","10.094619167636699","D","0","0","0","1","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Undifined","3rd","0","0","0","0","0","0","0","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm33,33,3/21/2026 8:32:00 PM,blue,frc10667,"0","0","0","32.118999655205876","10","10.035716282201804","A","1","0","0","0","0","1","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Passer","3rd","3","0","2","0","0","0","0","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm33,33,3/21/2026 8:32:00 PM,blue,frc9757,"0","0","0","74.5429701472895","10","9.949614177150085","D","0","0","0","1","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","1st","0","0","3","0","0","1","0","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm33,33,3/21/2026 8:32:00 PM,blue,frc7597,"0","0","0","-17.613956277753502","10","9.74354506544615","N/A","0","0","0","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","1st","0","2","2","1","0","1","0","0","0","","0","0","0","0","0"
frc68,2026,2026miber,2026miber_qm33,33,3/21/2026 8:32:00 PM,blue,frc6548,"0","0","0","45.55","5","4.970915344249269","A","1","0","0","0","0","0","0","0","0","N/A","Did not attempt climb","N/A","0","0","0","0","0","Mainly Trench","Did not attempt climb","N/A","Shoot and Pass","2nd","1","0","1","0","1","0","0","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm34,34,3/21/2026 8:40:00 PM,blue,frc5527,"0","0","0","6.410718564959574","10","10.465088465605993","E","0","0","0","0","1","0","0","0","0",,"Did not attempt climb","N/A",,"1","0","0",,,"Did not attempt climb","N/A","Shooter","3rd","5","0","2","0","0","0","0","1","1","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm34,34,3/21/2026 8:40:00 PM,red,frc6610,"0","0","0","27.747841326556895","10","9.523823121921703","D","0","0","0","1","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","1st","4","0","4","0","1","0","1","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm34,34,3/21/2026 8:40:00 PM,blue,frc4998,"0","0","0","18.304285830963842","10","9.81321514093007","E","0","0","0","0","1","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Passer","2nd","3","0","3","0","0","0","0","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm34,34,3/21/2026 8:40:00 PM,blue,frc5517,"0","0","0","-4.009846671920137","7","9.366883407628883","B","0","1","0","0","0","0","1","1","0",,"Did not attempt climb","N/A",,"1","1","0",,,"Did not attempt climb","N/A","Shooter","1st","0","1","2","0","1","0","0","0","0","","0","0","0","1","1"
frc68,2026,2026mifli,2026mifli_qm35,35,3/21/2026 8:48:00 PM,blue,frc10665,"0","0","0","-24.05286407196023","10","9.662667078926956","A","1","0","0","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Passer","1st","4","0","3","0","0","0","0","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm35,35,3/21/2026 8:48:00 PM,blue,frc5167,"0","0","0","-0.8526974373486145","10","9.717488801368528","E","0","0","0","0","1","1","0","0","0",,"Did not attempt climb","N/A",,"0","0","1",,,"Did not attempt climb","N/A","Shooter","2nd","4","0","3","0","0","0","1","1","0","To much speed in shooter","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm35,35,3/21/2026 8:48:00 PM,blue,frc70,"0","0","0","35.792683624668314","10","10.146171873757435","B","0","1","0","0","0","0","1","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","1st","3","0","4","0","0","1","0","0","1","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm35,35,3/21/2026 8:48:00 PM,red,frc5282,"0","0","0","12.825799092371435","8","9.744026182692645","B","0","1","0","0","0","0","1","1","1",,"Did not attempt climb","N/A",,"1","0","0",,,"Did not attempt climb","N/A","Shoot and Pass","2nd","2","2","3","0","0","1","0","1","0","","0","0","0","0","1"
frc68,2026,2026mifli,2026mifli_qm35,35,3/21/2026 8:48:00 PM,red,frc7784,"0","0","0","13.045684522874003","10","10.451255074172451","E","0","0","0","0","1","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","2nd","0","0","1","1","0","0","0","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm35,35,3/21/2026 8:48:00 PM,red,frc5235,"0","0","0","30.578024663707463","10","10.16154810123486","C","0","0","1","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","2nd","0","0","3","0","0","1","1","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm36,36,3/21/2026 8:56:00 PM,red,frc494,"0","0","0","72.35023893592668","8","10.166377512673684","D","0","0","0","1","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","1st","3","1","3","0","0","1","1","1","0","","0","0","0","0","1"
frc68,2026,2026mifli,2026mifli_qm36,36,3/21/2026 8:56:00 PM,red,frc894,"0","0","0","123.91170014970812","10","10.784850040204375","A","1","0","0","0","0","0","1","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shoot and Pass","1st","0","0","4","0","0","1","1","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm36,36,3/21/2026 8:56:00 PM,red,frc6085,"0","0","0","-4.370814208536005","3","10.173654184738394","C","0","0","1","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","2nd","0","0","3","0","0","1","0","0","0","","1","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm36,36,3/21/2026 8:56:00 PM,blue,frc7772,"0","0","0","23.64043269992935","4","9.688878701621821","B","0","1","0","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"1","0","0",,,"Did not attempt climb","N/A","Shoot and Pass","1st","2","1","3","0","0","1","0","0","0","","1","1","0","0","0"
frc68,2026,2026mifli,2026mifli_qm36,36,3/21/2026 8:56:00 PM,blue,frc10587,"0","0","0","3.187669664698162","10","9.230358049584705","E","0","0","0","0","1","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","2nd","0","0","2","0","0","0","1","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm36,36,3/21/2026 8:56:00 PM,blue,frc10547,"0","0","0","-7.020833036647771","10","8.26505689518636","E","0","0","0","0","1","1","0","0","0",,"Did not attempt climb","N/A",,"1","0","0",,,"Did not attempt climb","N/A","Shooter","3rd","0","0","0","0","0","0","1","0","0","Never correct intake side","0","0","0","0","0"
frc68,2026,2026mibkn,2026mibkn_qm36,36,3/21/2026 8:56:00 PM,red,frc5641,"0","0","0","34.47","10","10.352963776780246","C","0","0","1","0","0","0","0","0","0","N/A","Did not attempt climb","N/A",,"0","0","0","0","Only Trench","Did not attempt climb","N/A","Shooter","2nd","0","0","0","0","1","0","0","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm37,37,3/21/2026 9:04:00 PM,red,frc1684,"0","0","0","123.31671798358313","10","9.94688633044004","E","0","0","0","0","1","0","1","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","2nd","0","0","0","1","1","0","1","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm37,37,3/21/2026 9:04:00 PM,red,frc5660,"0","0","0","102.25073853043587","10","10.313011247440537","C","0","0","1","0","0","0","1","1","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shoot and Pass","1st","2","2","4","1","0","0","0","1","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm37,37,3/21/2026 9:04:00 PM,red,frc9648,"0","0","0","28.502777290812542","10","8.463038149142086","B","0","1","0","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","2nd","2","3","3","0","0","0","1","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm37,37,3/21/2026 9:04:00 PM,blue,frc2337,"0","0","0","214.91790824246013","10","10.713471733890831","A","1","0","0","0","0","0","1","0","0",,"Did not attempt climb","N/A",,"0","0","1",,,"Did not attempt climb","N/A","Shooter","1st","0","0","5","1","1","1","1","1","1","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm37,37,3/21/2026 9:04:00 PM,blue,frc9757,"0","0","0","82.20220945802035","10","9.797516113889516","D","0","0","0","1","0","0","1","0","0",,"Did not attempt climb","N/A",,"1","0","0",,,"Did not attempt climb","N/A","Shooter","1st","0","0","3","1","0","0","0","1","1","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm37,37,3/21/2026 9:04:00 PM,blue,frc9207,"0","0","0","41.295936854663324","4","10.619939383636371","C","0","0","1","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","1st","0","0","0","0","0","0","0","0","0","","1","1","0","0","0"
frc68,2026,2026miber,2026miber_qm37,37,3/21/2026 9:04:00 PM,red,frc6548,"0","0","0","45.55","5","4.970915344249269","C","0","0","1","0","0","0","0","0","0","N/A","Did not attempt climb","N/A","0","0","0","0","0","Only Trench","Did not attempt climb","N/A","Shooter","2nd","0","0","0","0","0","1","1","0","0","","0","0","0","0","0"
frc68,2026,2026mibkn,2026mibkn_qm37,37,3/21/2026 9:04:00 PM,red,frc862,"0","0","0","57.53","10","10.752428045417824","A","1","0","0","0","0","0","1","0","0","Only Trench","Did not attempt climb","N/A",,"0","1","0","0","Mainly Trench","Did not attempt climb","N/A","Pass and Defend","2nd","0","1","2","1","0","0","0","0","0","Auto got stuck","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm38,38,3/21/2026 9:12:00 PM,red,frc9697,"0","0","0","7.997719104570541","10","9.808737764332552","B","0","1","0","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Defender","2nd","0","4","3","0","0","0","0","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm38,38,3/21/2026 9:12:00 PM,red,frc5527,"0","0","0","6.67780468344137","10","10.101880913033561","A","1","0","0","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","1st","4","0","3","0","0","0","0","0","0","Intakes isn't working","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm38,38,3/21/2026 9:12:00 PM,blue,frc9242,"0","0","0","30.103864029291383","10","8.833987103123482","B","0","1","0","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Level 1 climb","D","Shooter","2nd","3","0","4","0","0","0","1","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm38,38,3/21/2026 9:12:00 PM,blue,frc4998,"0","0","0","5.079669058524254","10","9.224725582454713","E","0","0","0","0","1","0","1","0","0",,"Did not attempt climb","N/A",,"1","1","0",,,"Did not attempt climb","N/A","Defender","2nd","1","3","2","0","0","0","1","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm38,38,3/21/2026 9:12:00 PM,blue,frc8385,"0","0","0","30.2231196639013","10","10.412680210244016","C","0","0","1","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","1",,,"Did not attempt climb","N/A","Shooter","1st","0","0","3","0","0","1","0","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm38,38,3/21/2026 9:12:00 PM,red,frc8767,"0","0","0","23.49598163605916","7","10.035637076778178","C","0","0","1","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","3rd","0","1","3","0","0","0","0","0","0","","0","0","0","1","1"
frc68,2026,2026mifli,2026mifli_qm39,39,3/21/2026 9:20:00 PM,red,frc5150,"0","0","0","22.76299261650219","10","9.960377846482531","C","0","0","1","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","1st","0","0","0","0","0","0","0","0","0","Broken intake/hopper","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm39,39,3/21/2026 9:20:00 PM,red,frc5235,"0","0","0","26.485264918046553","10","10.249882754783522","N/A","0","0","0","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","1st","0","0","0","0","0","0","0","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm39,39,3/21/2026 9:20:00 PM,red,frc8193,"0","0","0","-8.901030117111922","10","10.071481793049808","A","1","0","0","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"1","1","0",,,"Did not attempt climb","N/A","Passer","1st","3","4","4","0","0","0","1","0","0","Couldn’t shoot","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm39,39,3/21/2026 9:20:00 PM,blue,frc314,"0","0","0","74.34800743235357","10","10.074483426368467","C","0","0","1","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shoot and Pass","1st","4","0","0","0","0","1","1","1","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm39,39,3/21/2026 9:20:00 PM,blue,frc5517,"0","0","0","10.81005859464532","4","8.797717900532632","D","0","0","0","1","0","0","1","1","0",,"Did not attempt climb","N/A",,"1","0","0",,,"Did not attempt climb","N/A","Shoot and Pass","2nd","3","1","3","0","0","1","1","0","0","","1","1","0","0","0"
frc68,2026,2026mifli,2026mifli_qm39,39,3/21/2026 9:20:00 PM,blue,frc10667,"0","0","0","49.042443087074716","10","9.791023621719653","E","0","0","0","0","1","0","0","0","0",,"Did not attempt climb","N/A",,"1","1","0",,,"Did not attempt climb","N/A","Undifined","2nd","2","4","5","0","0","0","0","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm40,40,3/21/2026 9:28:00 PM,blue,frc10659,"0","0","0","-29.292118956042945","4","10.049419489926553","A","1","0","0","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","1","0",,,"Did not attempt climb","N/A","Defender","3rd","0","3","2","0","0","0","0","0","0","","1","1","0","0","0"
frc68,2026,2026mibkn,2026mibkn_qm40,40,3/21/2026 9:28:00 PM,red,frc5641,"0","0","0","34.47","10","10.352963776780246","C","0","0","1","0","0","0","0","0","0","N/A","Did not attempt climb","N/A",,"0","0","0","0","Mainly Trench","Did not attempt climb","N/A","Shooter","2nd","1","0","2","0","1","0","0","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm40,40,3/21/2026 9:28:00 PM,red,frc7597,"0","0","0","-5.139389173154535","10","9.661215467530628","B","0","1","0","0","0","0","1","1","0",,"Did not attempt climb","N/A",,"0","1","0",,,"Did not attempt climb","N/A","Shooter","1st","3","3","3","0","1","1","0","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm40,40,3/21/2026 9:28:00 PM,red,frc6610,"0","0","0","34.15704807035699","10","9.663566001856697","B","0","1","0","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","3rd","2","0","3","0","0","0","0","0","1","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm40,40,3/21/2026 9:28:00 PM,blue,frc1322,"0","0","0","75.43878791971477","10","10.33745700247791","B","0","1","0","0","0","0","0","0","1",,"Did not attempt climb","N/A",,"1","0","1",,,"Did not attempt climb","N/A","Shooter","3rd","1","0","1","0","0","0","1","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm40,40,3/21/2026 9:28:00 PM,blue,frc5046,"0","0","0","143.6957355713278","8","10.044967264296314","D","0","0","0","1","0","1","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","1st","1","0","3","0","0","0","0","0","0","","0","0","0","0","1"
frc68,2026,2026mifli,2026mifli_qm41,41,3/21/2026 9:36:00 PM,blue,frc5612,"0","0","0","73.60612817960126","10","10.374616308166692","C","0","0","1","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","2nd","0","0","2","0","1","0","1","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm41,41,3/21/2026 9:36:00 PM,red,frc5214,"0","0","0","-12.475032426331762","8","10.22592165398079","C","0","0","1","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Passer","1st","2","0","1","0","0","0","0","0","0","","0","0","0","0","1"
frc68,2026,2026mifli,2026mifli_qm41,41,3/21/2026 9:36:00 PM,red,frc5697,"0","0","0","26.07372171790909","10","9.501644250265045","B","0","1","0","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"1","1","1",,,"Did not attempt climb","N/A","Shoot and Pass","2nd","0","0","0","0","0","0","1","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm41,41,3/21/2026 9:36:00 PM,blue,frc68,"0","0","0","148.00071331861918","10","9.828598049047425","A","1","0","0","0","0","1","1","1","1",,"Did not attempt climb","N/A",,"1","0","0",,,"Did not attempt climb","N/A","Shooter","1st","5","2","5","1","1","1","1","1","1","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm42,42,3/21/2026 9:44:00 PM,red,frc6085,"0","0","0","2.560967329608679","10","9.908751498312101","E","0","0","0","0","1","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","3rd","0","3","1","0","1","0","1","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm42,42,3/21/2026 9:44:00 PM,red,frc10547,"0","0","0","15.76317165066941","10","8.567856304607997","B","0","1","0","0","0","0","1","1","1",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","1st","0","0","2","0","1","1","0","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm42,42,3/21/2026 9:44:00 PM,red,frc2337,"0","0","0","217.49982591778007","10","10.182563384563158","A","1","0","0","0","0","0","1","0","0",,"Did not attempt climb","N/A",,"1","0","1",,,"Did not attempt climb","N/A","Shoot and Pass","1st","3","1","5","1","0","1","0","1","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm42,42,3/21/2026 9:44:00 PM,blue,frc10665,"0","0","0","-16.571427749767004","10","9.744687869042599","D","0","0","0","1","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Undifined","3rd","0","0","3","0","0","0","0","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm42,42,3/21/2026 9:44:00 PM,blue,frc9757,"0","0","0","79.09336954481267","8","9.583744149168314","B","0","1","0","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shoot and Pass","1st","0","0","4","0","0","0","1","0","1","","0","0","0","0","1"
frc68,2026,2026mibkn,2026mibkn_qm43,43,3/21/2026 9:52:00 PM,blue,frc862,"0","0","0","57.53","10","10.752428045417824","A","1","0","0","0","0","0","1","0","0","Only Trench","Did not attempt climb","N/A",,"0","0","0","0","Mainly Trench","Did not attempt climb","N/A","Shoot and Pass","2nd","0","0","2","0","0","0","0","1","1","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm43,43,3/21/2026 9:52:00 PM,red,frc5527,"0","0","0","13.64735453435152","8","9.613971952620961","A","1","0","0","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Passer","1st","4","0","5","0","0","0","0","0","0","Intakes not the best but it works ","0","0","0","0","1"
frc68,2026,2026mifli,2026mifli_qm43,43,3/21/2026 9:52:00 PM,red,frc5660,"0","0","0","109.19896627802878","10","10.10282080220544","C","0","0","1","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"1","0","1",,,"Did not attempt climb","N/A","Shooter","1st","3","1","5","0","0","1","0","1","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm43,43,3/21/2026 9:52:00 PM,blue,frc10587,"0","0","0","23.388376927497532","10","9.442286819284229","C","0","0","1","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Undifined","3rd","0","0","0","0","0","0","0","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm43,43,3/21/2026 9:52:00 PM,blue,frc494,"0","0","0","77.63831076826507","10","10.197035113743972","B","0","1","0","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","2nd","0","0","2","0","0","0","1","0","1","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm43,43,3/21/2026 9:52:00 PM,red,frc10667,"0","0","0","28.93140741771968","8","10.055427441434704","A","1","0","0","0","0","1","1","1","1",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","1st","0","0","4","0","0","0","0","0","0","","0","0","0","0","1"
frc68,2026,2026mibkn,2026mibkn_qm44,44,3/21/2026 10:00:00 PM,blue,frc5641,"0","0","0","34.47","10","10.352963776780246","C","0","0","1","0","0","0","0","0","0","N/A","Did not attempt climb","N/A",,"0","0","0","0","Only Trench","Did not attempt climb","N/A","Shooter","2nd","2","0","2","0","0","0","0","0","1","","0","0","0","0","0"
frc68,2026,2026miber,2026miber_qm44,44,3/21/2026 10:00:00 PM,red,frc6548,"0","0","0","45.55","5","4.970915344249269","D","0","0","0","1","0","0","0","0","0","N/A","Did not attempt climb","N/A","0","0","0","0","0","Mainly Trench","Did not attempt climb","N/A","Undifined","3rd","1","0","2","0","0","0","0","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm44,44,3/21/2026 10:00:00 PM,red,frc7597,"0","0","0","4.314939255822143","10","9.262606614283113","A","1","0","0","0","0","0","1","1","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","1st","1","3","3","0","1","1","0","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm44,44,3/21/2026 10:00:00 PM,red,frc5167,"0","0","0","-6.11493797072557","10","9.755576790040616","E","0","0","0","0","1","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Shooter","2nd","0","0","3","0","1","0","1","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm44,44,3/21/2026 10:00:00 PM,blue,frc1684,"0","0","0","97.53429923922283","10","9.938258538348324","E","0","0","0","0","1","0","1","0","0",,"Did not attempt climb","N/A",,"1","0","1",,,"Did not attempt climb","N/A","Shoot and Pass","1st","3","0","4","1","0","1","0","0","0","","0","0","0","0","0"
frc68,2026,2026mifli,2026mifli_qm44,44,3/21/2026 10:00:00 PM,blue,frc8385,"0","0","0","23.47445952912657","8","10.577141660453819","C","0","0","1","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","1",,,"Did not attempt climb","N/A","Shooter","1st","0","0","0","0","0","1","1","0","0","Shooter stopped working at end of match ","0","0","0","0","1"
frc68,2026,2026mifli,2026mifli_qm45,45,3/21/2026 10:08:00 PM,blue,frc5214,"0","0","0","-5.270731577978223","10","10.30317445543342","C","0","0","1","0","0","0","0","0","0",,"Did not attempt climb","N/A",,"0","0","0",,,"Did not attempt climb","N/A","Undifined","3rd","0","0","2","0","1","0","1","0","0","","0","0","0","0","0"
