org_key,year,event_key,match_key,match_number,time,alliance,team_key,totalAutoPoints,totalTeleopPoints,totalEndgamePoints,contributedPoints,autoFuel,teleopFuel,totalPassing,totalDefense,startingPosition,autoFuelOne,autoFuelTen,autoTower,autoNZ,autoDepot,autoOutpost,teleopFuelOne,teleopFuelTen,passedNZ,passedOZ,didDefenseNZ,didDefenseOZ,totalMinorFouls,totalMajorFouls,climbingStartTime,climbLevel,diedDuringMatch,didYellowCard,didRedCard
frc8179,2026,2026mibro,2026mibro_qm31,31,3/14/2026 8:16:00 PM,blue,frc9182,"0","0","0","0","0","0","0","1","Outpost Side","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm32,32,3/14/2026 8:24:00 PM,red,frc7769,"50","140","0","190","50","140","2","0","Outpost Side","0","5","0","1","0","0","0","14","1","1","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm32,32,3/14/2026 8:24:00 PM,red,frc6618,"6","20","0","26","6","20","0","0","Middle","6","0","0","0","0","0","0","2","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm32,32,3/14/2026 8:24:00 PM,blue,frc8124,"5","0","0","5","5","0","0","1","Middle","5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm33,33,3/14/2026 8:32:00 PM,blue,frc6861,"4","62","0","66","4","62","0","0","Middle","4","0","0","0","0","0","2","6","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm33,33,3/14/2026 8:32:00 PM,blue,frc2834,"5","49","0","54","5","49","0","0","Depot Side","5","0","0","0","0","0","9","4","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm33,33,3/14/2026 8:32:00 PM,red,frc3604,"0","25","0","25","0","25","1","0","Depot Side","0","0","0","1","1","0","5","2","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm34,34,3/14/2026 8:40:00 PM,red,frc5907,"21","54","0","75","21","54","0","0","Outpost Side","1","2","0","1","0","0","4","5","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm34,34,3/14/2026 8:40:00 PM,blue,frc8362,"0","6","0","6","0","6","0","0","Outpost Side","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","None","1","0","0"
frc8179,2026,2026mibro,2026mibro_qm34,34,3/14/2026 8:40:00 PM,blue,frc8427,"2","3","0","5","2","3","1","0","Middle","2","0","0","0","0","0","3","0","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm35,35,3/14/2026 8:48:00 PM,blue,frc5090,"3","10","0","13","3","10","1","1","Outpost Side","3","0","0","0","0","0","0","1","1","0","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm35,35,3/14/2026 8:48:00 PM,blue,frc2832,"14","62","0","76","14","62","0","0","Middle","4","1","0","0","0","0","2","6","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm36,36,3/14/2026 8:56:00 PM,red,frc2620,"12","30","0","42","12","30","1","0","Depot Side","2","1","0","1","0","0","0","3","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm36,36,3/14/2026 8:56:00 PM,red,frc247,"10","70","0","80","10","70","0","0","Middle","0","1","0","0","0","0","0","7","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm36,36,3/14/2026 8:56:00 PM,blue,frc7174,"0","5","0","5","0","5","0","0","Depot Side","0","0","0","1","0","0","5","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm36,36,3/14/2026 8:56:00 PM,red,frc910,"13","70","0","83","13","70","1","0","Outpost Side","3","1","0","1","0","0","0","7","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm37,37,3/14/2026 9:04:00 PM,red,frc3322,"10","80","0","90","10","80","0","0","Depot Side","0","1","0","1","0","0","0","8","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm37,37,3/14/2026 9:04:00 PM,blue,frc6861,"7","40","0","47","7","40","1","1","Middle","7","0","0","0","0","0","0","4","1","0","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm37,37,3/14/2026 9:04:00 PM,red,frc7769,"300","8","0","308","300","8","0","0","Outpost Side","0","30","0","0","0","0","8","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm37,37,3/14/2026 9:04:00 PM,red,frc10606,"10","10","0","20","10","10","0","0","Depot Side","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","None","1","0","0"
frc8179,2026,2026mibro,2026mibro_qm38,38,3/14/2026 9:12:00 PM,red,frc9148,"0","10","0","10","0","10","0","0","Depot Side","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm38,38,3/14/2026 9:12:00 PM,blue,frc5907,"15","83","0","98","15","83","1","1","Outpost Side","5","1","0","1","0","0","3","8","1","0","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm39,39,3/14/2026 9:20:00 PM,blue,frc2834,"10","40","0","50","10","40","1","1","Depot Side","0","1","0","1","1","0","0","4","1","0","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm39,39,3/14/2026 9:20:00 PM,red,frc1189,"20","55","0","75","20","55","1","0","Depot Side","0","2","0","0","0","0","5","5","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm39,39,3/14/2026 9:20:00 PM,red,frc6618,"5","60","0","65","5","60","0","0","Outpost Side","5","0","0","0","0","0","0","6","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm40,40,3/14/2026 9:28:00 PM,red,frc3604,"7","25","10","42","7","25","0","0","Depot Side","7","0","0","1","0","0","5","2","0","0","0","0","0","0","20","Level 1","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm40,40,3/14/2026 9:28:00 PM,red,frc469,"35","90","0","125","35","90","0","0","Outpost Side","5","3","0","0","0","0","0","9","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm41,41,3/14/2026 9:36:00 PM,red,frc6528,"4","40","0","44","4","40","0","0","Depot Side","4","0","0","0","0","0","0","4","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm41,41,3/14/2026 9:36:00 PM,blue,frc247,"0","60","0","60","0","60","0","0","Outpost Side","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm42,42,3/14/2026 9:44:00 PM,blue,frc6152,"30","20","0","50","30","20","0","0","Depot Side","0","3","0","0","0","0","0","2","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm42,42,3/14/2026 9:44:00 PM,red,frc815,"5","24","0","29","5","24","0","0","Outpost Side","5","0","0","1","0","0","4","2","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm43,43,3/14/2026 9:52:00 PM,blue,frc9182,"0","24","0","24","0","24","0","0","Middle","0","0","0","0","0","0","4","2","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm43,43,3/14/2026 9:52:00 PM,red,frc1528,"0","0","0","0","0","0","0","2","Depot Side","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm44,44,3/14/2026 10:00:00 PM,blue,frc8124,"50","66","10","126","50","66","0","0","Outpost Side","0","5","0","0","0","0","16","5","0","0","0","0","0","0","5","Level 1","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm44,44,3/14/2026 10:00:00 PM,blue,frc7769,"30","299","0","329","30","299","0","0","Outpost Side","0","3","0","1","0","0","9","29","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm45,45,3/14/2026 10:08:00 PM,red,frc2832,"5","8","0","13","5","8","1","1","Middle","5","0","0","0","0","0","8","0","1","0","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm45,45,3/14/2026 10:08:00 PM,blue,frc1189,"30","76","0","106","30","76","1","0","Depot Side","0","3","0","1","0","0","6","7","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm45,45,3/14/2026 10:08:00 PM,blue,frc2834,"8","76","0","84","8","76","1","0","Middle","8","0","0","0","0","0","16","6","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm45,45,3/14/2026 10:08:00 PM,blue,frc7174,"0","54","0","54","0","54","0","0","Outpost Side","0","0","0","1","0","0","4","5","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm46,46,3/14/2026 10:16:00 PM,red,frc8427,"12","1","0","13","12","1","0","0","Middle","2","1","0","0","1","0","1","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm46,46,3/14/2026 10:16:00 PM,blue,frc217,"0","24","0","24","0","24","2","1","Outpost Side","0","0","0","1","0","0","4","2","1","1","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm46,46,3/14/2026 10:16:00 PM,blue,frc2620,"8","40","0","48","8","40","0","0","Middle","8","0","0","0","0","0","0","4","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm46,46,3/14/2026 10:16:00 PM,blue,frc469,"0","116","0","116","0","116","0","0","Depot Side","0","0","0","0","0","0","6","11","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm47,47,3/14/2026 10:24:00 PM,red,frc240,"10","20","0","30","10","20","2","1","Depot Side","0","1","0","1","0","0","0","2","1","1","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm47,47,3/14/2026 10:24:00 PM,red,frc9572,"30","60","0","90","30","60","0","0","Outpost Side","0","3","0","0","0","0","0","6","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm47,47,3/14/2026 10:24:00 PM,blue,frc910,"20","100","0","120","20","100","0","0","Outpost Side","0","2","0","1","0","0","0","10","0","0","0","0","0","0","0","None","1","0","0"
frc8179,2026,2026mibro,2026mibro_qm47,47,3/14/2026 10:24:00 PM,blue,frc3322,"15","75","0","90","15","75","0","0","Not There","5","1","0","0","0","0","5","7","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm48,48,3/14/2026 10:32:00 PM,red,frc6914,"0","40","0","40","0","40","1","1","Depot Side","0","0","0","0","0","0","0","4","1","0","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm48,48,3/14/2026 10:32:00 PM,blue,frc8124,"10","10","0","20","10","10","0","0","Middle","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm48,48,3/14/2026 10:32:00 PM,red,frc6861,"8","86","0","94","8","86","0","0","Middle","8","0","0","0","0","0","6","8","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm48,48,3/14/2026 10:32:00 PM,red,frc8179,"8","50","0","58","8","50","0","0","Outpost Side","8","0","0","0","0","0","0","5","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm49,49,3/14/2026 10:40:00 PM,blue,frc5907,"30","20","20","70","30","20","0","0","Outpost Side","0","3","0","0","0","0","0","2","0","0","0","0","0","0","15","Level 2","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm49,49,3/14/2026 10:40:00 PM,red,frc247,"10","50","0","60","10","50","1","1","Not There","0","1","0","1","0","0","0","5","1","0","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm49,49,3/14/2026 10:40:00 PM,red,frc6528,"8","60","0","68","8","60","0","0","Middle","8","0","0","0","0","0","0","6","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm49,49,3/14/2026 10:40:00 PM,red,frc6152,"20","70","0","90","20","70","0","0","Depot Side","0","2","0","0","0","0","0","7","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm50,50,3/14/2026 10:48:00 PM,red,frc9226,"4","30","0","34","4","30","0","0","Outpost Side","4","0","0","0","0","0","0","3","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm50,50,3/14/2026 10:48:00 PM,red,frc5498,"0","20","0","20","0","20","1","0","Middle","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm50,50,3/14/2026 10:48:00 PM,blue,frc2620,"7","30","0","37","7","30","0","0","Middle","7","0","0","0","0","0","0","3","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm51,51,3/14/2026 10:56:00 PM,red,frc7769,"50","160","0","210","50","160","0","0","Outpost Side","0","5","0","0","0","0","0","16","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm51,51,3/14/2026 10:56:00 PM,blue,frc3322,"19","107","0","126","19","107","1","0","Depot Side","9","1","0","1","0","0","27","8","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm51,51,3/14/2026 10:56:00 PM,blue,frc5901,"0","0","0","0","0","0","0","0","Middle","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm51,51,3/14/2026 10:56:00 PM,red,frc5090,"0","10","0","10","0","10","2","0","Depot Side","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm52,52,3/14/2026 11:04:00 PM,blue,frc2834,"7","27","0","34","7","27","0","0","Depot Side","7","0","0","1","1","0","17","1","0","0","0","0","0","0","0","None","1","0","0"
frc8179,2026,2026mibro,2026mibro_qm52,52,3/14/2026 11:04:00 PM,blue,frc240,"20","80","0","100","20","80","0","0","Outpost Side","0","2","0","0","0","0","0","8","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm52,52,3/14/2026 11:04:00 PM,blue,frc217,"10","40","0","50","10","40","2","1","Outpost Side","0","1","0","1","0","0","0","4","1","1","0","1","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm53,53,3/14/2026 11:12:00 PM,red,frc815,"3","70","0","73","3","70","0","0","Outpost Side","3","0","0","1","0","0","0","7","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm53,53,3/14/2026 11:12:00 PM,blue,frc9182,"0","24","0","24","0","24","0","2","Depot Side","0","0","0","1","0","0","24","0","0","0","1","1","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm53,53,3/14/2026 11:12:00 PM,blue,frc5050,"5","86","0","91","5","86","0","0","Depot Side","5","0","0","0","0","0","6","8","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm53,53,3/14/2026 11:12:00 PM,red,frc1189,"20","60","0","80","20","60","2","0","Depot Side","0","2","0","1","0","0","0","6","1","1","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm54,54,3/14/2026 11:20:00 PM,red,frc2832,"4","30","0","34","4","30","0","0","Middle","4","0","0","0","0","0","0","3","0","0","0","0","0","0","0","None","1","0","0"
frc8179,2026,2026mibro,2026mibro_qm54,54,3/14/2026 11:20:00 PM,red,frc6618,"0","10","0","10","0","10","1","0","Outpost Side","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","None","1","0","0"
frc8179,2026,2026mibro,2026mibro_qm54,54,3/14/2026 11:20:00 PM,blue,frc9572,"0","0","0","0","0","0","0","0","Not There","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm55,55,3/14/2026 11:28:00 PM,blue,frc8362,"0","10","0","10","0","10","0","0","Depot Side","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm55,55,3/14/2026 11:28:00 PM,red,frc5901,"0","0","0","0","0","0","1","1","Depot Side","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm56,56,3/14/2026 11:36:00 PM,blue,frc1528,"0","0","0","0","0","0","0","0","Middle","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm56,56,3/14/2026 11:36:00 PM,blue,frc469,"30","80","0","110","30","80","0","0","Outpost Side","0","3","0","0","0","0","0","8","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm56,56,3/14/2026 11:36:00 PM,red,frc7769,"80","300","0","380","80","300","1","0","Not There","0","8","0","1","0","0","0","30","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm57,57,3/14/2026 11:44:00 PM,red,frc3322,"20","110","0","130","20","110","0","0","Depot Side","0","2","0","1","0","0","0","11","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm57,57,3/14/2026 11:44:00 PM,red,frc9182,"1","60","0","61","1","60","1","1","Not There","1","0","0","0","0","0","0","6","1","0","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm58,58,3/14/2026 11:52:00 PM,blue,frc6528,"10","60","0","70","10","60","0","0","Middle","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm58,58,3/14/2026 11:52:00 PM,blue,frc8179,"6","14","0","20","6","14","1","0","Not There","6","0","0","1","0","0","4","1","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm59,59,3/15/2026 1:30:00 PM,blue,frc1189,"10","45","0","55","10","45","1","0","Depot Side","0","1","0","1","0","0","5","4","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm62,62,3/15/2026 1:57:00 PM,red,frc815,"2","6","0","8","2","6","1","0","Outpost Side","2","0","0","1","0","0","6","0","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm62,62,3/15/2026 1:57:00 PM,blue,frc3604,"0","20","30","50","0","20","0","0","Outpost Side","0","0","0","1","0","0","0","2","0","0","0","0","0","0","30","Level 3","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm62,62,3/15/2026 1:57:00 PM,red,frc2620,"8","21","0","29","8","21","0","0","Middle","8","0","0","0","0","0","1","2","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm63,63,3/15/2026 2:06:00 PM,red,frc2834,"3","30","0","33","3","30","1","0","Depot Side","3","0","0","0","1","0","0","3","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm64,64,3/15/2026 2:15:00 PM,red,frc5498,"5","3","0","8","5","3","1","1","Not There","5","0","0","0","0","0","3","0","1","0","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm65,65,3/15/2026 2:24:00 PM,blue,frc6861,"8","6","0","14","8","6","1","0","Middle","8","0","0","0","0","0","6","0","1","0","0","0","0","0","0","None","1","0","0"
frc8179,2026,2026mibro,2026mibro_qm65,65,3/15/2026 2:24:00 PM,blue,frc6570,"7","60","0","67","7","60","0","0","Middle","7","0","0","0","0","0","0","6","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm65,65,3/15/2026 2:24:00 PM,red,frc6914,"0","45","0","45","0","45","1","0","Depot Side","0","0","0","0","0","0","5","4","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm66,66,3/15/2026 2:33:00 PM,blue,frc5050,"0","43","0","43","0","43","0","0","Middle","0","0","0","0","0","0","3","4","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm66,66,3/15/2026 2:33:00 PM,red,frc8124,"6","10","0","16","6","10","1","0","Middle","6","0","0","0","0","0","0","1","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm67,67,3/15/2026 2:42:00 PM,red,frc8179,"4","10","0","14","4","10","1","1","Outpost Side","4","0","0","0","0","0","0","1","1","0","1","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm67,67,3/15/2026 2:42:00 PM,blue,frc910,"24","100","0","124","24","100","1","0","Depot Side","4","2","0","1","0","0","0","10","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm68,68,3/15/2026 2:50:00 PM,blue,frc5498,"0","10","0","10","0","10","0","0","Depot Side","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","None","1","0","0"
frc8179,2026,2026mibro,2026mibro_qm68,68,3/15/2026 2:50:00 PM,red,frc469,"40","0","0","40","40","0","0","0","Not There","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm68,68,3/15/2026 2:50:00 PM,blue,frc6152,"0","61","0","61","0","61","1","0","Depot Side","0","0","0","0","0","0","11","5","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm69,69,3/15/2026 2:58:00 PM,red,frc6914,"0","18","0","18","0","18","0","0","Depot Side","0","0","0","0","0","0","8","1","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm69,69,3/15/2026 2:58:00 PM,blue,frc217,"3","40","0","43","3","40","1","0","Depot Side","3","0","0","1","0","0","20","2","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm70,70,3/15/2026 3:06:00 PM,blue,frc5090,"4","17","0","21","4","17","1","0","Middle","4","0","0","0","0","0","17","0","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm70,70,3/15/2026 3:06:00 PM,red,frc8124,"0","10","0","10","0","10","0","0","Not There","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm71,71,3/15/2026 3:14:00 PM,blue,frc815,"10","19","0","29","10","19","1","0","Depot Side","0","1","0","1","0","0","9","1","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm72,72,3/15/2026 3:22:00 PM,blue,frc6057,"0","0","0","0","0","0","1","0","Depot Side","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","None","1","0","0"
frc8179,2026,2026mibro,2026mibro_qm73,73,3/15/2026 3:30:00 PM,blue,frc9148,"0","3","0","3","0","3","1","0","Depot Side","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm74,74,3/15/2026 3:38:00 PM,blue,frc8427,"0","3","10","13","0","3","1","0","Middle","0","0","0","0","0","0","3","0","1","0","0","0","0","0","15","Level 1","0","0","0"
frc8179,2026,2026mibro,2026mibro_qm77,77,3/15/2026 4:02:00 PM,red,frc8179,"2","47","0","49","2","47","0","0","Outpost Side","2","0","0","0","0","0","17","3","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm1,1,3/28/2026 3:00:00 PM,red,frc4327,"0","30","0","30","0","30","0","0","Outpost Side","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm1,1,3/28/2026 3:00:00 PM,red,frc10577,"6","27","0","33","6","27","1","0","Middle","6","0","0","0","0","0","7","2","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm1,1,3/28/2026 3:00:00 PM,red,frc7491,"0","15","0","15","0","15","1","0","Outpost Side","0","0","0","0","0","0","15","0","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm1,1,3/28/2026 3:00:00 PM,blue,frc9238,"0","0","0","0","0","0","0","0","Depot Side","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm1,1,3/28/2026 3:00:00 PM,blue,frc6085,"3","0","10","13","3","0","1","0","Middle","3","0","0","0","0","0","0","0","1","0","0","0","0","0","15","Level 1","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm1,1,3/28/2026 3:00:00 PM,blue,frc4776,"0","31","0","31","0","31","1","0","Outpost Side","0","0","0","1","0","0","31","0","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm2,2,3/28/2026 3:09:00 PM,red,frc1504,"4","17","0","21","4","17","0","0","Depot Side","4","0","0","0","0","0","17","0","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm2,2,3/28/2026 3:09:00 PM,blue,frc5704,"0","23","10","33","0","23","0","0","Depot Side","0","0","0","0","0","0","3","2","0","0","0","0","0","0","10","Level 1","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm2,2,3/28/2026 3:09:00 PM,blue,frc9203,"0","8","0","8","0","8","1","0","Middle","0","0","0","0","0","0","8","0","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm2,2,3/28/2026 3:09:00 PM,blue,frc5674,"0","29","0","29","0","29","1","0","Depot Side","0","0","0","0","0","0","9","2","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm2,2,3/28/2026 3:09:00 PM,red,frc7289,"0","0","0","0","0","0","0","0","Middle","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None","1","0","0"
frc8179,2026,2026mimas,2026mimas_qm2,2,3/28/2026 3:09:00 PM,red,frc6078,"6","37","0","43","6","37","1","0","Outpost Side","6","0","0","0","0","0","7","3","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm3,3,3/28/2026 3:18:00 PM,red,frc11503,"3","6","0","9","3","6","1","0","Outpost Side","3","0","0","0","0","0","6","0","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm3,3,3/28/2026 3:18:00 PM,red,frc9255,"21","51","0","72","21","51","0","0","Depot Side","1","2","0","0","0","1","11","4","0","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm3,3,3/28/2026 3:18:00 PM,red,frc7226,"20","40","0","60","20","40","1","0","Outpost Side","0","2","0","0","0","1","0","4","1","0","0","0","0","0","0","None","1","0","0"
frc8179,2026,2026mimas,2026mimas_qm3,3,3/28/2026 3:18:00 PM,blue,frc3655,"2","32","0","34","2","32","1","0","Not There","2","0","0","1","0","0","32","0","1","0","0","0","0","0","0","None","0","0","0"
frc8179,2026,2026mimas,2026mimas_qm3,3,3/28/2026 3:18:00 PM,blue,frc8362,"0","0","0","0","0","0","0","1","Middle","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","None","0","0","0"
